0 43 79 0.407040 2.000000 
1 249 865 41.686878 3007.000000 
2 119 749 25.063105 1777.000000 
3 117 537 8.083456 568.000000 
4 177 717 21.823488 1486.000000 
5 196 593 11.964704 738.000000 
6 87 361 2.666304 148.000000 
7 190 7 0.479776 0.000000 
8 151 612 13.704832 828.000000 
9 112 30 0.354784 0.000000 
10 114 80 0.880928 2.000000 
11 98 696 24.549152 1284.000000 
12 209 425 11.204608 255.000000 
13 191 868 37.431679 2799.000000 
14 103 113 0.502080 4.000000 
15 116 534 8.003776 544.000000 
16 150 49 0.334176 0.000000 
17 107 120 0.592960 5.000000 
18 202 845 37.642494 2553.000000 
19 87 718 18.248705 1442.000000 
20 107 549 10.325984 588.000000 
21 219 1015 67.097565 4882.000000 
22 131 322 2.266432 106.000000 
23 247 129 0.471872 7.000000 
24 113 727 24.938528 1491.000000 
25 236 711 20.442272 1431.000000 
26 141 694 17.237633 1266.000000 
27 214 597 12.249152 754.000000 
28 256 290 1.890752 77.000000 
29 209 127 0.479360 6.000000 
30 232 669 18.825089 1156.000000 
31 237 427 6.898656 265.000000 
32 112 128 0.532480 7.000000 
33 240 675 16.663361 1196.000000 
34 70 576 11.679744 685.000000 
35 95 482 7.891552 488.000000 
36 243 42 0.286208 1.000000 
37 237 228 1.022976 36.000000 
38 218 133 0.658016 7.000000 
39 135 639 14.113184 954.000000 
40 174 167 0.792576 15.000000 
41 240 267 1.751936 57.000000 
42 249 408 7.583744 226.000000 
43 235 706 19.134527 1387.000000 
44 225 824 33.972130 2261.000000 
45 146 331 6.796000 117.000000 
46 171 220 1.888800 31.000000 
47 124 30 0.639680 0.000000 
48 138 887 43.674911 3013.000000 
49 114 373 5.206016 174.000000 
50 184 863 38.296898 2766.000000 
51 181 175 0.876608 15.000000 
52 141 200 0.827808 23.000000 
53 92 313 2.018400 98.000000 
54 182 77 1.909888 1.000000 
55 201 728 22.736897 1531.000000 
56 99 84 0.458208 2.000000 
57 256 537 10.589248 568.000000 
58 77 256 1.450048 59.000000 
59 29 789 50.671265 1990.000000 
60 112 360 2.889952 145.000000 
61 148 389 5.692832 194.000000 
62 44 382 4.608160 183.000000 
63 185 32 0.331424 0.000000 
64 199 863 43.739136 2833.000000 
65 200 995 68.679680 4490.000000 
66 60 558 9.848096 621.000000 
67 161 981 59.355778 4282.000000 
68 222 967 52.743904 4037.000000 
69 191 601 12.998208 774.000000 
70 244 831 25.251455 2337.000000 
71 38 496 10.453984 413.000000 
72 253 651 19.173216 1092.000000 
73 144 516 7.741440 492.000000 
74 111 161 0.473984 12.000000 
75 212 449 5.237728 311.000000 
76 64 534 8.464448 538.000000 
77 208 11 0.331072 0.000000 
78 69 436 7.149632 279.000000 
79 28 980 108.249313 4186.000000 
80 65 719 29.321217 1441.000000 
81 114 194 3.244032 23.000000 
82 233 540 12.448320 578.000000 
83 177 489 9.077216 430.000000 
84 182 906 43.841282 3213.000000 
85 232 426 4.260288 259.000000 
86 54 262 1.275872 55.000000 
87 189 703 19.228672 1337.000000 
88 81 754 28.342272 1738.000000 
89 130 143 0.684224 8.000000 
90 95 524 7.270656 507.000000 
91 178 83 0.410464 1.000000 
92 138 339 2.595104 126.000000 
93 250 571 11.476192 672.000000 
94 196 142 0.875360 9.000000 
95 183 228 1.067104 35.000000 
96 170 965 59.374306 4032.000000 
97 121 424 4.120576 253.000000 
98 167 176 0.968576 18.000000 
99 141 636 15.813856 940.000000 
100 49 855 40.253441 2645.000000 
101 149 944 51.111198 3378.000000 
102 84 446 8.113984 303.000000 
103 44 955 65.857536 3897.000000 
104 64 1016 58.847393 4736.000000 
105 121 114 0.477632 5.000000 
106 66 804 38.400608 2138.000000 
107 137 842 39.233631 2495.000000 
108 230 726 22.184065 1527.000000 
109 147 575 10.480032 710.000000 
110 68 787 39.141376 2005.000000 
111 28 666 30.093216 1321.000000 
112 149 705 20.509312 1334.000000 
113 35 504 10.463264 465.000000 
114 104 958 53.985760 3881.000000 
115 41 274 1.861504 64.000000 
116 113 916 45.169792 3363.000000 
117 168 96 0.470240 2.000000 
118 68 440 8.697568 285.000000 
119 201 447 6.464192 300.000000 
120 120 475 5.370048 381.000000 
121 186 218 2.730144 30.000000 
122 221 148 0.594112 10.000000 
123 105 699 21.771360 1330.000000 
124 33 190 1.953440 21.000000 
125 35 841 50.049023 2471.000000 
126 124 642 14.969216 974.000000 
127 220 426 5.928928 262.000000 
128 231 698 18.779104 1311.000000 
129 42 748 28.670816 1636.000000 
130 199 489 8.415264 419.000000 
131 28 324 3.682304 108.000000 
132 48 219 1.543040 32.000000 
